ID,REASON FOR DELETION,HOSPITAL NAME,CITY,STATE
6140022.0,Status changed to registered,Rehab Hospital of the Cape and Islands,East Sandwich,MA
6140028.0,Merged into 6141965,Kindred Hospital Park View,Rochdale,MA
6211135.0,Closed,St Joseph Hospital,Cheektowaga,NY
6220028.0,Merged into 6220021,Kindred Hosp New Jersey-Rahway,Rahway,NJ
6220029.0,Merged into 6220021,SKionudtrhe Jde Hrsoesyp  HNeeawlt hJcearsre-yE-Wlmaeyr ne,Wayne,NJ
6220275.0,Status changed to registered,Hospital,Elmer,NJ
6230061.0,Closed,Philipsburg Area Hospital,Philipsburg,PA
6230068.0,Status changed to registered,Triumph Hospital Easton,Easton,PA
6230083.0,Status changed to registered,LifeCare Hospitals of Chester County,Westchester,PA
6230087.0,Merged into 6231345,Comprehensive Breast Care Inst,Bensalem,PA
6230920.0,Merged into 6230039,Polyclinic Hospital,Harrisburg,PA
6320695.0,Not a hospital - Residental Treatment Center,Regional Inst for Children,Baltimore,MD
6340016.0,Outpatient,Whisper Ridge Behavioral Syst,Charlottesville,VA
6340295.0,Outpatient,Life Center of Galax,Galax,VA
6340640.0,Not a hospital - Developmental Disabilities,St Mary's Home for Children,Norfolk,VA
6358020.0,Closed,West Virginia Rehab Center,Institute,WV
6380048.0,Not a hospital,Landmark Hospital of Athens,Athens,GA
6390238.0,Closed,Southwest Florida Reg Med Center,Fort Meyers,FL
6390255.0,Outpatient,New Horizons of Treasure Coast,Fort Pierce,FL
6410039.0,Status changed to registered,LifeCare Hospital of Dayton,Miamisburg,OH
6410050.0,Closed,Drake Pavilion,Cincinnati,OH
6410056.0,Status changed to registered,Triumph Hospital Mansfield,Mansfield,OH
6420035.0,Status changed to registered,Triumph Our Lady of Peace Hospital,Mishawaka,IN
6420077.0,System ID change-now 6420189,Southlake Center for Mental Health,Gary,IN
6420079.0,Closed,St Elizabeth Ann Seton Hospital,Kokomo,IN
6430026.0,Closed,Neurologic & Orthopedic Inst,Chicago,IL
6430029.0,Merged into 6430420,Kindred Chicago Lakeshore,Chicago,IL
6440028.0,Status changed to registered,Great Lakes Specialty Hospital - Oak Campus,Muskegon,MI
6440042.0,Status changed to registered,Triumph Hospital Detroit,Detroit,MI
6440048.0,Status changed to registered,Providence Park Hospital,Novi,MI
6440049.0,Status changed to registered,Henry Ford West Bloomfield Hospital,West,MI
6440051.0,Closed,Detroit Hope Hospital,Detroit,MI
6440230.0,Status changed to registered,Lakeland Specialty Hospital-Berrien Center,Berrien Center,MI
6520038.0,Closed,Cumberland Hall Psych Hospital,Chattanooga,TN
6520050.0,System ID change-now 6520169,Rolling Hills Hospital,Franklin,TN
6520218.0,Outpatient,Plateau Mental Health Center,Cookeville,TN
6540017.0,Outpatient,Boswell Regional Center,Magee,MS
6549100.0,Closed,Greene County Hospital & ECF,Leaksville,MS
6640011.0,Status changed to registered,Triumph Hospital-Fargo,Fargo,ND
6640012.0,Status changed to registered,Triumph Hosptial-Central Dakots,Mandan,ND
6670039.0,Closed,Emporia Surgical Hospital,Emporia,KS
6670743.0,Not a hospital- Behavioral Health Center,Vally Hope Association,Norton,KS
6710032.0,Outpatient,Living Hope Little Rock,Little Rock,AR
6720055.0,Closed,Gulf States LTAC of Hammond,Hammond,LA
6720118.0,Closed,Vista Surgical Hospital,Baton Rouge,LA
6720147.0,Closed,South Cameron Mem Hospital,Cameron,LA
6720148.0,Closed,St Luke's Specialty Hospital,Lafayette,LA
6720188.0,Closed,Gulf States LTAC of Washington,Bogalusa,LA
6720189.0,Closed,Bossier Specialty Hospital,Bossier City,LA
6720191.0,Status changed to registered,Greenbrier Hospital,Covington,LA
6720196.0,Closed,Vital Source Specialty Hosp,Baton Rouge,LA
6720216.0,System ID change-now 6720362,Bethesda Rehabilitation Hosp,Baton Rouge,LA
6720218.0,System ID change-now 6720363,Magnolia Behavioral Healthcare,Bogalusa,LA
6720219.0,System ID change - now 6720364,Compass Behavioral Center,Crowley,LA
6720220.0,System ID change-now 6720367,Oceans Behavioral Hospital,De Ridder,LA
6720221.0,System ID change-now 6720368,Meadowcrest Specialty Hospital,Gretna,LA
6720222.0,System ID change-now 6720369,Gulf States LTAC of Houma,Houma,LA
6720223.0,System ID change-now 6720371,Jennings Senior Care Hospital,Jennings,LA
