ID,REASON FOR ADDITION,HOSPITAL NAME,CITY,STATE
6210145.0,Newly added,Brunswick Psych Center,AMITYVILLE,NY
6230286.0,Newly added,Surgical Specialty Center at Coordinated Health,ALLENTOWN,PA
6230456.0,Newly added,St. Luke’s Hospital - Anderson Campus,EASTON,PA
6399247.0,Newly added,Promise Hospital of Florida at The Villages,OXFORD,FL
6399248.0,Newly added,LifeStream Behavioral Center,LEESBURG,FL
6410293.0,Newly added,Dayton Rehabilitation Institute,DAYTON,OH
6410295.0,Newly added,Northwest Ohio Psychiatric Hospital,TOLEDO,OH
6410506.0,Newly added ,Mental Health Services for Clark and Madison Counties,SPRINGFIELD,OH
6420285.0,Newly added,Vibra Hospital of Fort Wayne,FORT WAYNE,IN
6420287.0,Newly added,Vibra Hospital of Northwestern Indiana,CROWN POINT,IN
6420477.0,Newly added,Franciscan St. Francis Health-Carmel,CARMEL,IN
6429152.0,Newly added,Sycamore Springs Hospital,LAFAYETTE,IN
6429155.0,Newly added,Porter-Starke Services,VALPARAISO,IN
6429156.0,Newly added,Brentwood Meadows,NEWBURGH,IN
6440476.0,Newly added,Center for Forensic Psychiatry,SALINE,MI
6529206.0,Newly added,Behavioral HealthCare Center at Columbia,COLUMBIA,TN
6530215.0,Newly added,Noland Hospital Shelby,ALABASTER,AL
6530396.0,Newly added,EastPointe Hospital,DAPHNE,AL
6549242.0,Newly added,Patients Choice Medical Center of Smith County,RALEIGH,MS
6610442.0,Newly added,Child and Adolescent Behavioral Health Services,WILLMAR,MN
6630456.0,Newly added,Black River Medical Center,POPLAR BLUFF,MO
6630461.0,Newly added,St. Louis Regional Psychiatric Stabilization Center,SAINT LOUIS,MO
6710036.0,Newly added,Southeast Rehabilitation Hospital,LAKE VILLAGE,AR
6720498.0,Newly added,Oceans Behavioral Hospital of Greater New Orleans,KENNER,LA
6720500.0,Newly added,Central Louisiana Surgical Hospital,ALEXANDRIA,LA
6720688.0,Newly added,St. Bernard Parish Hospital,CHALMETTE,LA
6720930.0,Newly added,Seaside Health System,GONZALES,LA
6740891.0,Newly added,Continuum Rehabilitation Hospital of North Texas,FLOWER MOUND,TX
6740892.0,Newly added,El Paso Children’s Hospital,EL PASO,TX
6740894.0,Newly added,New Braunfels Regional Rehabilitation Hospital,NEW BRAUNFELS,TX
6740897.0,Newly added,Forest Park Medical Center Frisco,FRISCO,TX
6740898.0,Newly added,Kindred Rehabilitation Hospital Northeast Houston,HUMBLE,TX
6740914.0,Newly added,Baylor Emergency Medical Center at Aubrey,AUBREY,TX
6740916.0,Newly added,Emerus,SUGAR LAND,TX
6740920.0,Newly added,Lakeway Regional Medical Center,LAKEWAY,TX
6740926.0,Newly added,Texas General Hospital,GRAND PRAIRIE,TX
6740927.0,Newly added,Carrollton Springs,CARROLLTON,TX
6740928.0,Newly added,Reliant Northwest Houston,HOUSTON,TX
6740929.0,Newly added,Reliant Austin,AUSTIN,TX
6740930.0,Newly added,Audubon Behavioral Healthcare of Lufkin,LUFKIN,TX
6740937.0,Newly added,Baptist Emergency Hospital,SAN ANTONIO,TX
6740939.0,Newly added,Audubon Behavioral Healthcare of Longview,LONGVIEW,TX
6740940.0,Newly added,Victory Medical Center Houston,HOUSTON,TX
6740941.0,Newly added,Lone Star Behavioral Health,CYPRESS,TX
6740944.0,Newly added,Cambridge Hospital in Houston,HOUSTON,TX
6840239.0,Newly added ,Peak View Behavioral Health ,SPRINGS,CO
6840520.0,Newly added,Federal Correctional Institute Hospital,LITTLETON,CO
6859146.0,Newly added,Presbyterian Rust Medical Center,RIO RANCHO,NM
6860057.0,Newly added,Restora Hospital of Mesa,MESA,AZ
6860058.0,Newly added,Restora Hospital of Sun City,SUN CITY,AZ
6869151.0,Newly added,Oasis Hospital,PHOENIX,AZ
6879347.0,Newly added,Salt Lake Behavioral Health,SALT LAKE CITY,UT
6880400.0,Newly added,Seven Hills Behavioral Institute,HENDERSON,NV
6930376.0,Newly added,Sutter Surgical Hospital - North Valley,YUBA CITY,CA
6930669.0,Newly added,Alvarado Parkway Institute Behavioral Health System,LA MESA,CA
6930671.0,Newly added,Kedren Community Mental Health Center,LOS ANGELES,CA
6930674.0,Newly added,Santa Barbara County Psychiatric Health Facility,SANTA BARBARA,CA
6930675.0,Newly added,Joyce Eisenberg-Keefer Medical Center,RESEDA,CA
6930676.0,Newly added,Willow Rock Center,SAN LEANDRO,CA
