ID,REASON FOR DELETION,HOSPITAL NAME,CITY,STATE
6040218.0,Closed,Clinica Espanola,Mayaguez,PR
6140006.0,Merged to form 6140428,Saints Medical Center,Lowell,MA
6141200.0,Merged to form 6140428,Lowell General Hospital,Lowell,MA
6160410.0,Merged into 6160400,Hospital of Saint Raphael,New Haven,CT
6210390.0,Closed,Lakeside Memorial Hospital,Brockport,NY
6210397.0,Closed,New York Westchester Square Medical Center,Bronx,NY
6210720.0,Merged to form 6210469,Hospital,Brooklyn,NY
6210870.0,Merged to form 6210469,Brooklyn,Brooklyn,NY
6210990.0,Closed,Sheehan Memorial Hospital,Buffalo,NY
6211460.0,Merged into 6210039,Community Hospital at Dobbs Ferry,Dobbs Ferry,NY
6212645.0,Merged into 6210325,Bronx Children’s Psychiatric Center,Bronx,NY
6214417.0,Closed,Rye Hospital Center,Rye,NY
6230064.0,Closed,Kindred Hospital-Delaware County,Darby,PA
6230090.0,Closed,Saint Catherine Medical Center Fountain Springs,Ashland,PA
6230330.0,Closed,Marian Community Hospital,Carbondale,PA
6230790.0,Outpatient,"Shriners Hospitals for Children, Erie",Erie,PA
6231560.0,Closed,Montgomery Hospital Medical Center,Norristown,PA
6320490.0,Rehabilitation Facility,Mountain Manor Treatment Center,Emmitsburg,MD
6320755.0,Merged & Closed into 6320200,University Specialty Hospital,Baltimore,MD
6361230.0,Merged & Closed into 6360145,Dorothea Dix Hospital,Raleigh,NC
6370045.0,Closed,Bamberg County Memorial Hospital,Bamberg,SC
6380647.0,Merged to form 6389226,Hart County Hospital,Hartwell,GA
6380937.0,Closed,Stewart-Webster Hospital,Richland,GA
6380940.0,Closed,Northwest Georgia Regional Hospital,Rome,GA
6380980.0,Merged to form 6389226,Cobb Memorial Hospital,Royston,GA
6389015.0,Closed,Calhoun Memorial Hospital,Arlington,GA
6389225.0,Closed,Wildwood Lifestyle Center and Hospital,Wildwood,GA
6390041.0,Merged into 6390695,Orlando Regional South Seminole Hospital,Longwood,FL
6390042.0,Merged into 6390067,Spring Hill Regional Hospital,Spring Hill,FL
6390077.0,Merged into 6399240,Kindred Hospital-Bay Area St. Petersburg,Petersburg,FL
6390485.0,Closed,A. G. Holley State Hospital,Lantana,FL
6410170.0,Merged to form 6410515,University Hospitals Bedford Medical Center,Cleveland,OH
6419080.0,Merged to form 6410515,University Hospitals Richmond Medical Center,Cleveland,OH
6420038.0,Closed,Madison Center and Hospital,South Bend,IN
6420039.0,Closed,Riverside Hospital,South Bend,IN
6420120.0,Outpatient,Franciscan St. Francis Health - Beech Grove,Beech Grove,IN
6420440.0,Merged into 6429153,Parkview Hospital,Fort Wayne,IN
6430660.0,Closed,Sacred Heart Hospital,Chicago,IL
6440048.0,Merged into 6440780,Providence Park Hospital,Novi,MI
6441678.0,Merged to form 6440489,"St. John Macomb-Oakland Hospital, Oakland Center",Heights,MI
6442484.0,Merged to form 6440489,"St. John Macomb-Oakland Hospital, Macomb Center",Warren,MI
6442489.0,Rehabilitation Facility,Henry Ford Macomb Hospital-Warren Campus,Warren,MI
6520009.0,Merged into 6520466,Quillen Rehabilitation Hospital,Johnson City,TN
6520012.0,Closed,Riverview Regional Medical Center South,Carthage,TN
6520480.0,Merged into 6520466,Woodridge Hospital,Johnson City,TN
6530205.0,Outpatient,Cooper Green Mercy Hospital,Birmingham,AL
6530319.0,Closed,Chilton Medical Center,Clanton,AL
6530333.0,Merged into 6530011,Parkway Medical Center,Decatur,AL
6530382.0,Closed,Elba General Hospital,Elba,AL
6530605.0,Closed,Infirmary West,Mobile,AL
6530750.0,Closed,Searcy Hospital,Vernon,AL
6610179.0,Behavioral Health Center,Brainerd Regional Human Services Center,Brainerd,MN
6610845.0,Merged to form 6610449,Children’s Hospitals and Clinics of Minnesota,Minneapolis,MN
6611600.0,Merged to form 6610449,Children’s Hospitals and Clinics of Minnesota,Saint Paul,MN
6631000.0,Merged into 6630023,St. Alexius Hospital - Forest Park Campus,Saint Louis,MO
6720111.0,Closed,Earl K. Long Medical Center,Baton Rouge,LA
6720353.0,Urgent Care Center,Walter Olin Moss Regional Medical Center,Lake Charles,LA
6720417.0,Merged into 6720032,Tulane-Lakeside Hospital,Metairie,LA
6740221.0,Merged into 6743122,Methodist Texsan Hospital,San Antonio,TX
6740306.0,Closed,Select Specialty Hospital-Midland,Midland,TX
6740582.0,Closed,Shelby Regional Medical Center,Center,TX
6741762.0,Temporarily Closed,Renaissance Hospital,Groves,TX
6742445.0,Closed,Intracare Medical Center Hospital,Houston,TX
6742539.0,Merged into 6740030,Midland Memorial Hospital,Midland,TX
6742625.0,Merged into 6743120,CHRISTUS Santa Rosa Hospital - New Braunfels,Braunfels,TX
6743445.0,Closed,Renaissance Hospital Terrell,Terrell,TX
6743717.0,Closed,Colorado-Fayette Medical Center,Weimar,TX
6820004.0,Closed,Idaho Falls Recovery Center,Idaho Falls,ID
6860023.0,Merged Closed into 6860480,Carondelet Heart & Vascular Institute,Tucson,AZ
6920002.0,Behavioral Health Center,Serenity Lane,Eugene,OR
6930011.0,Closed,Medicine,San Diego,CA
6930034.0,Merged to form 6930690,Rancho Springs Medical Center,Murrieta,CA
6930081.0,Closed,Los Angeles Metropolitan Medical Center,Los Angeles,CA
6930085.0,Closed,Anaheim General Hospital,Anaheim,CA
6930248.0,Closed,Bellflower Medical Center,Bellflower,CA
6930402.0,Skilled Nursing Facility,Chowchilla District Memorial Hospital,Chowchilla,CA
6930407.0,Merged into 6932080,Bayview Behavioral Health Campus,Chula Vista,CA
6930510.0,Merged to form 6930689,Citrus Valley Medical Center-Inter-Community Campus,Covina,CA
6930640.0,Merged to form 6930690,Inland Valley Medical Center,Wildomar,CA
6932375.0,Behavioral Health Center,Redgate Memorial Recovery Center,Long Beach,CA
6933873.0,Merged to form 6930689,Campus,West Covina,CA
