ID,REASON FOR ADDITION,HOSPITAL NAME,CITY,STATE
6040369.0,Newly added,Hospital Psiquiatrico Metropolitano,CABO ROJO,PR
6040395.0,STATUS CHANGED FROM NONREG TO REG,Hospital San Gerardo,SAN JUAN,PR
6048006.0,Newly added,Caribbean Medical Center,FAJARDO,PR
6048007.0,Newly added,Centro De Salud Conductual Menonita-CIMA,AIBONITO,PR
6140428.0,Merger result,Lowell General Hospital,LOWELL,MA
6210469.0,Merger result,SUNY Downstate Medical Center University Hospital,BROOKLYN,NY
6220233.0,Newly added,Barnabas Health Behavioral Health Center,TOMS RIVER,NJ
6220234.0,Newly added,Lourdes Specialty Hospital of Southern New Jersey,WILLINGBORO,NJ
6220237.0,Newly added,Acuity Specialty Hospital of New Jersey,ATLANTIC CITY,NJ
6221618.0,Newly added,Hackensack University Medical Center at Pascack Valley,WESTWOOD,NJ
6230292.0,STATUS CHANGED FROM NONREG TO REG,Good Shepherd Penn Partners Specialty Hospital at Rittenhouse,PHILADELPHIA,PA
6230293.0,STATUS CHANGED FROM NONREG TO REG,Rothman Specialty Hospital,BENSALEM,PA
6340023.0,STATUS CHANGED FROM NONREG TO REG,Spotsylvania Regional Medical Center,FREDERICKSBURG,VA
6340149.0,STATUS CHANGED FROM NONREG TO REG,Stafford Hospital,STAFFORD,VA
6340236.0,Newly added,HEALTHSOUTH Rehabilitation Hospital of Northern Virginia,ALDIE,VA
6340237.0,STATUS CHANGED FROM NONREG TO REG,Rehabilitation Hospital of Southwest Virginia,BRISTOL,VA
6360029.0,STATUS CHANGED FROM NONREG TO REG,Carolinas Specialty Hospital,CHARLOTTE,NC
6370034.0,STATUS CHANGED FROM NONREG TO REG,Village Hospital,GREER,SC
6370035.0,STATUS CHANGED FROM NONREG TO REG,Mount Pleasant Hospital,MOUNT PLEASANT,SC
6389226.0,Merger result,Ty Cobb Regional Medical Center,LAVONIA,GA
6390405.0,STATUS CHANGED FROM NONREG TO REG,Sacred Heart Hospital on the Gulf,PORT ST JOE,FL
6390682.0,Newly added,Florida Hospital Wesley Chapel,WESLEY CHAPEL,FL
6390687.0,Newly added,Nemours Children’s Hospital,ORLANDO,FL
6399246.0,Newly added,Kindred Hospital Melbourne,MELBOURNE,FL
6410068.0,STATUS CHANGED FROM NONREG TO REG,Acuity Specialty Hospitals Ohio Valley,STEUBENVILLE,OH
6410072.0,STATUS CHANGED FROM NONREG TO REG,University Pointe Surgical Hospital,WEST CHESTER,OH
6410499.0,Newly added,Soin Medical Center,BEAVERCREEK,OH
6410501.0,Newly added,HEALTHSOUTH Rehabilitation Hospital at Drake,CINCINNATI,OH
6410515.0,Merger result,UH Regional Hospitals,CLEVELAND,OH
6420068.0,STATUS CHANGED FROM NONREG TO REG,Monroe Hospital,BLOOMINGTON,IN
6420069.0,STATUS CHANGED FROM NONREG TO REG,Otis R. Bowen Center for Human Services,WARSAW,IN
6420291.0,Newly added,Harsha Behavioral Center,TERRE HAUTE,IN
6429153.0,Newly added,Parkview Regional Medical Center,FORT WAYNE,IN
6430139.0,STATUS CHANGED FROM NONREG TO REG,Kindred Hospital Peoria,PEORIA,IL
6430217.0,Newly added,Kindred Hospital Springfield,SPRINGFIELD,IL
6440489.0,Merger result,St. John Macomb-Oakland Hospital,WARREN,MI
6450238.0,STATUS CHANGED FROM NONREG TO REG,Midwest Orthopedic Specialty Hospital,FRANKLIN,WI
6450243.0,STATUS CHANGED FROM NONREG TO REG,Wheaton Franciscan Healthcare - Franklin,FRANKLIN,WI
6450423.0,Newly added,St. Mary’s Janesville Hospital,JANESVILLE,WI
6520032.0,STATUS CHANGED FROM NONREG TO REG,Saint Thomas Hospital for Spinal Surgery,NASHVILLE,TN
6530394.0,Newly added,Choctaw General Hospital,BUTLER,AL
6540413.0,Newly added,Allegiance Specialty Hospital of Greenville,GREENVILLE,MS
6610449.0,Merger result,Children’s Hospitals and Clinics of Minnesota,MINNEAPOLIS,MN
6630029.0,STATUS CHANGED FROM NONREG TO REG,Saint Luke’s East Hospital,LEE’S SUMMIT,MO
6630041.0,STATUS CHANGED FROM NONREG TO REG,Mercy Rehabilitation Hospital,CHESTERFIELD,MO
6659061.0,Newly added,Sanford Aberdeen Medical Center,ABERDEEN,SD
6660010.0,STATUS CHANGED FROM NONREG TO REG,Nebraska Heart Hospital,LINCOLN,NE
6720147.0,Newly added,South Cameron Memorial Hospital,CAMERON,LA
6720364.0,STATUS CHANGED FROM NONREG TO REG,Compass Behavioral Center of Crowley,CROWLEY,LA
6720506.0,Newly added,St. Charles Surgical Hospital,NEW ORLEANS,LA
6730035.0,STATUS CHANGED FROM NONREG TO REG,Lakeside Women’s Hospital,OKLAHOMA CITY,OK
6730279.0,STATUS CHANGED FROM NONREG TO REG,St. John Broken Arrow,BROKEN ARROW,OK
6740159.0,STATUS CHANGED FROM NONREG TO REG,Kindred Hospital-Bay Area,PASADENA,TX
6740248.0,STATUS CHANGED FROM NONREG TO REG,St. Luke’s The Woodlands Hospital,THE WOODLANDS,TX
6740264.0,STATUS CHANGED FROM NONREG TO REG,Texas Spine & Joint Hospital,TYLER,TX
6740265.0,STATUS CHANGED FROM NONREG TO REG,USMD Hospital at Arlington,ARLINGTON,TX
6740336.0,STATUS CHANGED FROM NONREG TO REG,University Behavioral Health of Denton,DENTON,TX
6740402.0,STATUS CHANGED FROM NONREG TO REG,St. Luke’s Patients Medical Center,PASADENA,TX
6740418.0,STATUS CHANGED FROM NONREG TO REG,St. Luke’s Sugar Land Hospital,SUGAR LAND,TX
6740543.0,STATUS CHANGED FROM NONREG TO REG,St. Luke’s Lakeside Hospital,THE WOODLANDS,TX
6740549.0,STATUS CHANGED FROM NONREG TO REG,Seton Medical Center Hays,KYLE,TX
6740551.0,STATUS CHANGED FROM NONREG TO REG,Aspire Behavioral Health of Conroe,CONROE,TX
6740559.0,STATUS CHANGED FROM NONREG TO REG,ICON Hospital,HUMBLE,TX
6740643.0,Newly added,Baylor Medical Center at McKinney,MCKINNEY,TX
